account_id,days_logged_d3,level_d3,level_change_d3,avg_duration_d3,food_reduce_d3,wood_reduce_d3,stone_reduce_d3,diamond_reduce_d3,coins_reduce_d3,diamond_d3,gold_d3,is_pay_d3,is_league_d3,n_event_types_d3,country,platform,channel_id,duration,event_churned
1078803822,1,4,4,506.22748004561004,34325.0,30575.0,0.0,0.0,0.0,500.0,0.0,0,0,48,Viet Nam,1.0,Google,2,1
1080327015,2,6,6,2083.721340388007,704445.0,689695.0,267420.0,42.0,9500.0,758.0,0.0,0,1,66,Brazil,2.0,AppStore,7,1
1080468838,1,6,6,1745.7355400696865,340440.0,340440.0,194000.0,0.0,0.0,700.0,0.0,0,0,61,Philippines,1.0,Google,9,1
1080688475,1,5,5,1004.531456225253,188915.0,158165.0,18000.0,0.0,0.0,700.0,0.0,0,1,55,Mexico,1.0,Google,2,1
1080856206,2,8,8,2728.3781344032095,2583785.0,2410510.0,1556430.0,500.0,239260.0,910.0,0.0,0,1,66,Saudi Arabia,1.0,Google,8,1
1081308097,1,4,4,459.1637426900585,21785.0,17035.0,0.0,42.0,0.0,300.0,0.0,0,1,57,Philippines,1.0,Google,4,1
1081866324,1,0,0,8.636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,Viet Nam,1.0,Google,1,1
1085972161,1,0,0,32.020725388601036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,Viet Nam,1.0,Google,1,1
1089844158,1,6,6,1035.1094106154346,600715.0,576665.0,246400.0,3111.0,47000.0,1274.0,0.0,0,1,60,Australia,1.0,Google,2,1
1090070239,1,8,8,4213.589533932952,4551705.0,4529210.0,3068138.0,1399.0,505760.0,539.0,0.0,0,0,70,Thailand,1.0,Google,6,1
1092975156,1,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,Spain,1.0,Google,1,1
1093338299,1,3,3,144.9857142857143,6560.0,5560.0,0.0,0.0,0.0,300.0,0.0,0,1,39,France,1.0,Google,1,1
1093879256,1,5,5,1062.6151302190988,163410.0,160910.0,4700.0,0.0,0.0,600.0,0.0,0,0,57,Brazil,1.0,Google,5,1
1094785247,1,6,6,881.0825354902609,241680.0,243680.0,116000.0,9.0,0.0,600.0,0.0,0,0,59,Bosnia and Herzegovina,1.0,Google,5,1
1098228173,2,5,5,1427.3885114268066,357230.0,331230.0,30000.0,0.0,0.0,720.0,0.0,0,1,63,Philippines,1.0,Google,12,1
1099421543,1,2,2,166.55769230769232,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,18,Thailand,2.0,AppStore,1,1
1100236732,1,4,4,296.43454038997214,28280.0,28280.0,0.0,0.0,0.0,300.0,0.0,0,0,38,Thailand,1.0,Google,1,1
1101393012,1,5,5,4043.819796954315,456365.0,442245.0,138295.0,0.0,19950.0,1960.0,0.0,0,1,66,Viet Nam,1.0,Google,5,1
1102094899,1,3,3,161.13048128342245,2600.0,2600.0,0.0,0.0,0.0,300.0,0.0,0,0,38,Indonesia,1.0,Google,1,1
1103982939,2,6,6,942.0911613158938,287940.0,287940.0,114920.0,69.0,7150.0,800.0,0.0,0,0,57,Croatia,1.0,Google,6,1
1105173734,1,0,0,24.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,United States,2.0,AppStore,1,1
1107077516,1,2,2,106.84782608695652,150.0,150.0,0.0,0.0,0.0,100.0,0.0,0,0,17,Brazil,2.0,AppStore,1,1
1110987661,2,6,6,1835.3444180522565,353352.0,353852.0,231942.0,0.0,4750.0,800.0,0.0,0,0,54,Thailand,2.0,AppStore,3,1
1113349846,1,6,6,1901.4253222137984,828060.0,738460.0,198700.0,0.0,2400.0,1000.0,0.0,0,1,65,United States,1.0,Google,4,1
1113356877,1,6,6,1101.4658385093169,216955.0,218705.0,112000.0,0.0,0.0,900.0,0.0,0,1,53,Viet Nam,2.0,AppStore,7,1
1113880562,1,3,3,153.03733031674207,1850.0,1850.0,0.0,0.0,0.0,300.0,0.0,0,0,38,Ukraine,1.0,Google,1,1
1115310626,1,0,0,7.9319371727748695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,Philippines,1.0,Google,3,1
1117536107,1,4,4,408.1690694626474,41205.0,37455.0,0.0,0.0,0.0,300.0,0.0,0,0,40,Japan,1.0,Google,2,1
1118607882,1,5,5,1192.170869788986,85580.0,106080.0,0.0,6.0,0.0,500.0,0.0,0,1,55,Romania,1.0,Google,2,1
1120088230,1,0,0,4.846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,Thailand,2.0,AppStore,1,1
1122042029,1,2,2,118.69918699186992,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Brazil,2.0,AppStore,2,1
1122058796,2,4,4,1346.1617391304349,107300.0,51300.0,0.0,291.0,0.0,300.0,0.0,0,1,35,Serbia,2.0,AppStore,3,1
1125126697,1,0,0,12.570093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,Viet Nam,1.0,Google,1,1
1127577292,1,5,5,740.6143344709898,60900.0,64900.0,4000.0,0.0,0.0,600.0,0.0,0,0,52,Brazil,1.0,Google,2,1
1128657377,1,0,0,5.267716535433071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,Brazil,1.0,Google,1,1
1128941051,2,2,2,28.558823529411764,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,United States,1.0,Google,2,1
1132594916,1,7,7,2165.217555196554,2401985.0,2392335.0,1506000.0,1440.0,37300.0,910.0,0.0,0,1,65,Philippines,1.0,Google,5,1
1134876388,1,0,0,2.4505494505494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,Thailand,1.0,Google,1,1
1139676026,1,3,3,180.4250295159386,1680.0,1680.0,0.0,0.0,0.0,300.0,0.0,0,0,34,Spain,1.0,Google,1,1
1139855057,1,5,5,1772.352206169465,203105.0,174055.0,18920.0,0.0,4750.0,500.0,0.0,0,1,65,Brazil,1.0,Google,5,1
1149404897,1,4,4,436.6709346991037,57495.0,22745.0,0.0,0.0,0.0,300.0,0.0,0,1,50,Romania,1.0,Google,1,1
1151283578,1,6,6,963.0149679258732,328960.0,242960.0,116000.0,500.0,0.0,600.0,0.0,0,1,66,Mexico,1.0,Google,5,1
1151545978,1,0,0,15.0920245398773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,United States,1.0,Google,1,1
1154259895,1,0,0,2.4324324324324325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,Thailand,1.0,Google,1,1
1156481674,1,5,5,676.2795477903392,164250.0,100150.0,0.0,0.0,0.0,500.0,0.0,0,1,54,Viet Nam,1.0,Google,2,1
1156592769,2,5,5,2191.3264401772526,181365.0,177615.0,18000.0,0.0,0.0,850.0,0.0,0,0,49,Brazil,2.0,AppStore,4,1
1159446966,2,11,11,10815.929496006609,15142165.0,14768255.0,10587988.0,2515.0,1277116.0,2960.0,112880.0,0,1,76,Brazil,1.0,Google,27,1
1166593073,1,5,5,688.6799444187124,137580.0,161080.0,0.0,0.0,0.0,500.0,0.0,0,1,57,Viet Nam,1.0,Google,1,1
1172196900,1,4,4,404.6666666666667,54655.0,19905.0,0.0,1000.0,0.0,300.0,0.0,0,1,55,Brazil,1.0,Google,4,1
1172442900,1,4,4,618.7285513361463,694943.0,677756.0,456532.0,36.0,0.0,500.0,0.0,0,1,55,Viet Nam,2.0,AppStore,6,1
1172496151,1,5,5,1115.231746031746,121945.0,113195.0,0.0,0.0,0.0,640.0,0.0,1,0,50,Philippines,2.0,AppStore,2,1
1176496394,2,7,7,2786.288916562889,1486390.0,1432390.0,735270.0,509.0,80760.0,521.0,0.0,0,1,66,Brazil,1.0,Google,2,1
1181368540,1,1,1,97.32203389830508,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,14,Australia,2.0,AppStore,1,1
1182189823,1,2,2,31.380357142857143,170.0,170.0,0.0,0.0,0.0,100.0,0.0,0,0,31,Poland,1.0,Google,3,1
1182229576,1,3,3,191.31147540983608,1600.0,1600.0,0.0,220.0,0.0,100.0,0.0,0,0,19,Viet Nam,2.0,AppStore,1,1
1182463052,1,2,2,42.91650853889943,170.0,170.0,0.0,0.0,0.0,100.0,0.0,0,0,31,Brazil,1.0,Google,1,1
1183258979,1,0,0,5.794642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,Hungary,1.0,Google,1,1
1188462360,2,4,4,383.9380421313507,23240.0,24240.0,0.0,0.0,0.0,300.0,0.0,0,1,41,Viet Nam,2.0,AppStore,2,1
1190929713,1,2,2,89.87688098495212,190.0,190.0,0.0,0.0,0.0,300.0,0.0,0,0,32,Brazil,1.0,Google,1,1
1196287614,2,6,6,1237.6019736842106,583020.0,563220.0,163920.0,854.0,4750.0,594.0,0.0,0,1,63,Italy,1.0,Google,8,1
1200106685,1,2,2,38.48523985239852,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Viet Nam,1.0,Google,1,1
1201129935,1,2,2,43.78048780487805,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Spain,1.0,Google,1,1
1202451210,1,0,0,599.0621468926554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,Brazil,2.0,AppStore,3,1
1203692337,1,5,5,1476.7820773930753,332735.0,330485.0,123120.0,1744.0,211760.0,1228.0,0.0,0,1,65,Thailand,1.0,Google,8,1
1209028347,1,3,3,611.2110726643599,1860.0,1860.0,0.0,3.0,0.0,297.0,0.0,0,0,30,France,2.0,AppStore,2,1
1209623713,1,0,0,12.746113989637307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,Viet Nam,1.0,Google,1,1
1209854401,1,0,0,0.7377049180327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,Malta,1.0,Google,1,1
1210310107,2,4,4,397.69158878504675,21725.0,17975.0,0.0,0.0,0.0,300.0,0.0,0,0,44,Malaysia,1.0,Google,4,1
1216439120,1,2,2,51.627906976744185,170.0,170.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Philippines,1.0,Google,1,1
1220550194,1,2,2,46.97794117647059,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Philippines,1.0,Google,1,1
1224082884,1,3,3,218.32139201637668,5560.0,5560.0,0.0,0.0,0.0,300.0,0.0,0,0,37,Indonesia,1.0,Google,1,1
1227875946,1,4,4,470.9287531806616,23715.0,19965.0,0.0,0.0,0.0,300.0,0.0,0,0,44,Indonesia,1.0,Google,2,1
1229368392,1,0,0,29.09090909090909,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,26,Brazil,1.0,Google,1,1
1229722163,1,2,2,45.36378205128205,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,32,Korea (Republic of),1.0,Google,1,1
1231170796,1,2,2,140.0373831775701,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,18,Philippines,2.0,AppStore,1,1
1233784064,1,2,2,45.44031311154599,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Philippines,1.0,Google,1,1
1241096532,1,4,4,551.9597315436241,74710.0,38210.0,0.0,63.0,0.0,458.0,0.0,0,1,52,Poland,1.0,Google,6,1
1244746510,1,3,3,311.74524158125917,15175.0,11425.0,0.0,0.0,0.0,300.0,0.0,0,0,36,United States,2.0,AppStore,2,1
1255364486,1,3,3,475.8301886792453,7530.0,7530.0,0.0,0.0,0.0,300.0,0.0,0,0,40,Brazil,2.0,AppStore,2,1
1256006987,1,6,6,1581.3501423342823,434175.0,442525.0,203140.0,0.0,9500.0,600.0,0.0,0,0,53,Indonesia,1.0,Google,2,1
1256651738,1,2,2,94.43298969072166,170.0,170.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Indonesia,1.0,Google,2,1
1256974911,2,0,0,542.972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,Ukraine,1.0,Google,2,1
1257147569,1,2,2,27.117903930131003,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,29,Ukraine,1.0,Google,1,1
1262111949,1,0,0,2.6864406779661016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,Ukraine,1.0,Google,1,1
1264034892,1,0,0,26.223776223776223,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,26,Saudi Arabia,1.0,Google,1,1
1270980773,1,5,5,632.3265306122449,60610.0,61110.0,4000.0,0.0,0.0,600.0,0.0,0,0,54,Viet Nam,1.0,Google,5,1
1278540239,2,5,5,787.1084884248752,768009.0,755034.0,426440.0,0.0,0.0,500.0,0.0,0,1,59,Brazil,1.0,Google,4,1
1282732984,2,4,4,698.532981530343,245350.0,251350.0,0.0,1140.0,0.0,491.0,0.0,0,1,52,Philippines,1.0,Google,5,1
1284691625,2,8,8,3049.1512586805557,2275650.0,2266080.0,1480715.0,500.0,40300.0,1230.0,0.0,0,0,64,Romania,1.0,Google,5,1
1284865934,1,9,9,2248.460966542751,3686960.0,3805960.0,2645000.0,0.0,54200.0,1160.0,0.0,0,1,70,Denmark,1.0,Google,9,1
1286352583,1,0,0,9.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,Japan,1.0,Google,1,1
1291397550,1,5,5,1458.4946871310508,254410.0,227510.0,12000.0,0.0,0.0,1000.0,0.0,0,1,67,Viet Nam,2.0,AppStore,8,1
1291951905,1,2,2,259.4871794871795,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,18,Italy,2.0,AppStore,1,1
1293507338,2,8,8,1713.0307767464583,1945950.0,1944730.0,1192940.0,6.0,79350.0,1360.0,0.0,0,1,69,Brazil,1.0,Google,7,1
1293616600,1,4,4,397.708082026538,29245.0,27495.0,0.0,0.0,0.0,500.0,0.0,0,1,51,Greece,1.0,Google,3,1
1296567961,2,4,4,323.8671209540034,16040.0,16040.0,0.0,0.0,0.0,300.0,0.0,0,0,39,Philippines,1.0,Google,4,1
1302631223,1,0,0,3.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,Spain,1.0,Google,1,1
1305000408,1,2,2,459.5585106382979,300.0,300.0,0.0,0.0,0.0,300.0,0.0,0,0,21,Viet Nam,2.0,AppStore,1,1
1305476740,1,2,2,42.61363636363637,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,31,United Arab Emirates,1.0,Google,1,1
1309979802,1,7,7,1208.9153754469608,936585.0,940335.0,468000.0,1050.0,0.0,600.0,0.0,0,0,51,Lithuania,1.0,Google,2,1
1310980268,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,1,1
1321990278,2,7,7,2109.6976910259464,1450015.0,1400665.0,890190.0,626.0,56500.0,564.0,0.0,0,1,68,Indonesia,1.0,Google,5,1
1324469771,1,5,5,745.4751773049645,96645.0,49895.0,0.0,0.0,0.0,500.0,0.0,0,1,55,Brazil,1.0,Google,4,1
1327846065,3,8,8,1995.6291966426859,2294050.0,2231450.0,1849894.0,519.0,4750.0,891.0,0.0,0,1,60,Thailand,2.0,AppStore,3,1
1330716548,1,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,United States,2.0,AppStore,2,1
1331780728,1,6,6,2558.756807511737,587335.0,480985.0,201240.0,3078.0,14000.0,1021.0,0.0,0,1,66,Viet Nam,2.0,AppStore,7,1
1335120501,1,0,0,11.359712230215827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,Brazil,1.0,Google,1,1
1335720768,2,5,5,1315.1358024691358,170435.0,106685.0,22000.0,6.0,0.0,600.0,0.0,0,1,62,United States,1.0,Google,6,1
1343720878,2,8,8,1578.578110383536,2574600.0,2567100.0,1626000.0,1000.0,3600.0,1240.0,0.0,0,0,58,Italy,2.0,AppStore,15,1
1345205747,2,2,2,65.33176470588235,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Viet Nam,2.0,AppStore,4,1
1347627506,1,0,0,31.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,Indonesia,2.0,AppStore,1,1
1348762947,1,3,3,156.26297577854672,5490.0,5490.0,0.0,0.0,0.0,400.0,0.0,0,0,35,Indonesia,1.0,Google,2,1
1349244267,1,2,2,55.33206831119545,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Indonesia,1.0,Google,1,1
1349628246,3,10,10,8304.938159537047,7638040.0,7701360.0,5108006.0,1623.0,406554.0,3167.0,42350.0,0,1,81,Thailand,1.0,Google,23,1
1349700110,1,2,2,64.47272727272727,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,31,Moldova (Republic of),1.0,Google,1,1
1351082727,1,4,4,673.3604651162791,19130.0,19030.0,0.0,1021.0,0.0,319.0,0.0,0,0,50,Philippines,1.0,Google,2,1
1351354092,1,2,2,350.19607843137254,380.0,380.0,0.0,0.0,0.0,200.0,0.0,0,0,19,Brazil,2.0,AppStore,1,1
1353111272,1,2,2,45.92417061611374,150.0,150.0,0.0,0.0,0.0,100.0,0.0,0,0,31,Philippines,1.0,Google,1,1
1368183598,1,2,2,165.0,440.0,440.0,0.0,0.0,0.0,100.0,0.0,0,0,18,Viet Nam,2.0,AppStore,1,1
1368331154,1,4,4,846.3310013117622,159640.0,406640.0,0.0,1350.0,0.0,600.0,0.0,0,0,55,Philippines,1.0,Google,4,1
1368789985,1,4,4,530.2885572139304,14240.0,14240.0,0.0,0.0,9300.0,300.0,0.0,0,0,50,Philippines,1.0,Google,6,1
1373902502,1,4,4,192.78241430700447,6230.0,6230.0,0.0,0.0,0.0,200.0,0.0,0,0,33,Philippines,1.0,Google,2,1
1377638060,1,4,4,282.4679536679537,24365.0,20615.0,0.0,0.0,0.0,300.0,0.0,0,1,44,Philippines,1.0,Google,1,1
1381972456,1,2,2,118.73684210526316,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,17,Viet Nam,2.0,AppStore,1,1
1382609471,1,2,2,31.948051948051948,150.0,150.0,0.0,0.0,0.0,100.0,0.0,0,0,31,Philippines,1.0,Google,2,1
1384170679,1,2,2,41.81467181467181,160.0,160.0,0.0,0.0,0.0,100.0,0.0,0,0,30,Viet Nam,1.0,Google,1,1
1385324299,1,2,2,101.68604651162791,200.0,200.0,0.0,0.0,0.0,200.0,0.0,0,0,33,Denmark,1.0,Google,1,1
1386822186,2,6,6,1384.5420091324202,482925.0,451175.0,206060.0,0.0,4750.0,700.0,0.0,0,1,62,Viet Nam,2.0,AppStore,9,1
1390177517,1,8,8,4238.843506195502,3544940.0,3486360.0,2351178.0,1009.0,734360.0,491.0,0.0,1,1,71,Thailand,1.0,Google,4,1
1391222596,1,11,11,5319.557636107804,16223355.0,16281805.0,11904130.0,5953.0,1160196.0,1450.0,6000.0,0,1,79,Brazil,1.0,Google,30,0
1392627663,1,0,0,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,Philippines,1.0,Google,1,1
1393670108,1,5,5,1108.5393876848984,197705.0,193555.0,24470.0,0.0,16630.0,920.0,0.0,0,0,54,Viet Nam,1.0,Google,2,1
1394334308,2,4,4,139.47513812154696,8230.0,8230.0,0.0,0.0,0.0,300.0,0.0,0,0,33,United States,1.0,Google,2,1
1394412668,1,5,5,956.6666666666666,123200.0,110700.0,0.0,0.0,0.0,500.0,0.0,0,1,52,Indonesia,1.0,Google,3,1
1395760070,1,0,0,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,Portugal,1.0,Google,1,1
1396876832,1,1,1,36.705882352941174,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,26,Brazil,1.0,Google,1,1
1398176956,1,3,3,309.6590007930214,17375.0,13625.0,0.0,0.0,0.0,300.0,0.0,0,0,39,Viet Nam,1.0,Google,2,1
1398485789,1,4,4,615.5510996119017,80660.0,77660.0,0.0,6.0,0.0,594.0,0.0,0,0,52,Viet Nam,1.0,Google,4,1
1399545252,1,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,Italy,1.0,Google,1,1
1399844408,1,0,0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,Spain,1.0,Google,1,1
1400208325,1,0,0,9.397590361445783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,Poland,1.0,Google,1,1
1400722158,1,4,4,253.04320113314446,30180.0,30180.0,0.0,506.0,0.0,300.0,0.0,0,0,41,Viet Nam,1.0,Google,1,1
1402699961,1,4,4,725.5894736842105,19500.0,20000.0,0.0,0.0,0.0,600.0,0.0,0,0,57,Indonesia,1.0,Google,4,1
1405758323,1,6,6,672.1123264619268,221485.0,225235.0,116000.0,129.0,0.0,600.0,0.0,1,0,62,Viet Nam,1.0,Google,3,1
1406573834,1,5,5,720.5751748251748,75125.0,78875.0,4700.0,0.0,0.0,600.0,0.0,0,0,55,Brazil,1.0,Google,1,1
1410225284,1,3,3,363.35526315789474,60040.0,21040.0,0.0,0.0,0.0,300.0,0.0,0,1,43,Indonesia,1.0,Google,1,1
1415445029,1,4,4,912.7204899777283,75670.0,70670.0,0.0,0.0,0.0,300.0,0.0,0,0,50,France,1.0,Google,6,1
1423104402,1,0,0,15.346153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,Ukraine,1.0,Google,1,1
1424186258,1,5,5,1152.0073969707644,256450.0,241450.0,4700.0,33.0,0.0,800.0,0.0,0,1,58,Thailand,1.0,Google,2,1
1424992690,1,5,5,2057.5,215255.0,183105.0,6920.0,294.0,60750.0,1765.0,0.0,0,1,64,United Kingdom,2.0,AppStore,3,1
1425861695,1,4,4,676.78125,20125.0,16375.0,0.0,52.0,0.0,448.0,0.0,0,0,51,Philippines,1.0,Google,5,1
1428299235,1,5,5,2372.8967046894804,257030.0,226030.0,0.0,220.0,0.0,680.0,0.0,1,1,68,Viet Nam,1.0,Google,4,1
1429638225,2,5,5,889.3694029850747,59730.0,56230.0,0.0,21.0,0.0,579.0,0.0,0,1,57,Brazil,1.0,Google,3,1
1429884776,1,2,2,76.32183908045977,290.0,290.0,0.0,0.0,0.0,300.0,0.0,0,0,35,Japan,1.0,Google,4,1
1431364955,1,5,5,1116.0509903076274,106605.0,107855.0,16000.0,0.0,0.0,700.0,0.0,0,0,60,Philippines,1.0,Google,4,1
1432016051,2,8,8,3245.9479214253083,2134840.0,2190090.0,1351825.0,2252.0,9500.0,423.0,0.0,0,1,72,Philippines,1.0,Google,15,1
1432313206,1,5,5,1075.4796320630749,130570.0,128070.0,0.0,120.0,0.0,300.0,0.0,0,0,55,Spain,1.0,Google,7,1
1432998412,1,4,4,685.7536764705883,48850.0,48850.0,0.0,0.0,0.0,300.0,0.0,0,0,43,Poland,1.0,Google,2,1
