account_id,n_records_p1,n_records_p2,total_records,days_active,lifecycle_days,first_date,last_date,level_start,level_end,level_growth,level_growth_rate,current_level_max,total_pay,is_paying,first_pay_time,first_pay_level,vip_level_max,is_in_league,league_name,country,platform,channel_id,media_source,food_get,food_reduce,wood_get,wood_reduce,stone_get,stone_reduce,coins_get,coins_reduce,diamond_get,diamond_reduce,diamond_median,total_get,total_reduce,duration_times,n_event_types
1093338299,247,973,1220,1,1,2026-02-16,2026-02-16,0,3,3,3.0,3,0.0,0,,,1,1,Romanempire,France,1,Google,Facebook Ads,138300.0,6560.0,120900.0,5560.0,65800.0,0.0,0.0,0.0,400.0,0.0,300.0,399950.0,41321.0,1260.0,39
1093879256,1050,2693,3743,5,24,2026-02-17,2026-03-12,0,5,5,1.0,5,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,955880.0,855880.0,938730.0,838730.0,532980.0,532980.0,0.0,0.0,920.0,0.0,800.0,2802835.0,2404186.0,5700.0,57
1094785247,1422,3408,4830,5,5,2026-02-16,2026-02-20,0,6,6,1.2,6,0.0,0,,,1,0,,Bosnia and Herzegovina,1,Google,Facebook Ads,2645036.0,2592859.0,2058412.0,2049612.0,837460.0,837460.0,92000.0,0.0,1280.0,9.0,1030.0,7406296.0,6074913.0,5160.0,59
1098228173,2847,6013,8860,22,11,2026-02-16,2026-02-26,0,7,7,0.3181818181818182,7,0.0,0,,,2,1,Panda,Philippines,1,Google,Facebook Ads,9495727.0,1885725.0,8369916.0,1937075.0,5003792.0,897610.0,1972768.0,25930.0,1310.0,1100.0,300.0,30631776.0,6287642.0,11520.0,74
1100236732,387,1213,1600,3,8,2026-02-19,2026-02-26,0,4,4,1.3333333333333333,4,0.0,0,,,1,0,,Thailand,1,Google,Facebook Ads,537507.0,460500.0,523292.0,446100.0,343000.0,343000.0,0.0,0.0,500.0,0.0,300.0,1540735.0,1343286.0,1920.0,40
1100327843,6,54,60,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Canada,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.0,0.0,15.0,16
1101393012,2003,5212,7215,7,24,2026-02-19,2026-03-14,0,5,5,0.7142857142857143,5,0.0,0,,,1,1,Shingeru,Viet Nam,1,Google,Facebook Ads,3806655.0,2757423.0,3083402.0,2743303.0,1686892.0,1686892.0,114800.0,19950.0,2520.0,0.0,1960.0,9975859.0,7517974.0,13740.0,66
1102398602,209,930,1139,3,17,2026-02-18,2026-03-06,0,3,3,1.0,3,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,257256.0,3480.0,228577.0,3480.0,44400.0,0.0,0.0,0.0,300.0,0.0,300.0,1209579.0,21762.0,1740.0,37
1103982939,2223,5080,7303,15,20,2026-02-17,2026-03-08,0,6,6,0.4,6,0.0,0,,,2,0,,Croatia,1,Google,organic,8165330.0,655360.0,7959571.0,665060.0,4551006.0,321330.0,2113140.0,66850.0,1350.0,408.0,922.0,30156746.0,2505593.0,8220.0,63
1104743510,6,73,79,1,1,2026-02-16,2026-02-16,0,0,0,0.0,0,0.0,0,,,1,0,,Moldova (Republic of),1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.0,0.0,60.0,17
1105173734,9,52,61,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,United States,2,AppStore,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,6154.0,0.0,120.0,12
1107077516,55,110,165,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Brazil,2,AppStore,,51300.0,150.0,36900.0,150.0,11200.0,0.0,0.0,0.0,300.0,0.0,100.0,109905.0,1800.0,360.0,17
1110987661,1273,1551,2824,2,3,2026-02-17,2026-02-19,0,6,6,3.0,6,0.0,0,,,1,0,,Thailand,2,AppStore,organic,1509846.0,353352.0,1508700.0,353852.0,700488.0,231942.0,42000.0,4750.0,1480.0,0.0,1460.0,4765965.0,1253976.0,4920.0,54
1112736263,81,542,623,1,1,2026-02-19,2026-02-19,0,2,2,2.0,2,0.0,0,,,1,0,,Brazil,1,Google,,62300.0,160.0,47900.0,160.0,20300.0,0.0,0.0,0.0,300.0,0.0,100.0,142657.0,10221.0,660.0,30
1113349846,2068,4577,6645,12,23,2026-02-16,2026-03-10,0,6,6,0.5,6,0.0,0,,,1,1,Chronosaurus,United States,1,Google,Facebook Ads,3885385.0,3785385.0,3678193.0,3578193.0,2349197.0,2349197.0,315120.0,2400.0,1590.0,0.0,1100.0,11290989.0,10311309.0,8220.0,66
1113356877,1038,1947,2985,5,7,2026-02-16,2026-02-22,0,6,6,1.2,6,0.0,0,,,1,0,,Viet Nam,2,AppStore,Facebook Ads,2906848.0,2962688.0,1541099.0,1582539.0,631984.0,654684.0,38000.0,0.0,2200.0,0.0,900.0,6631027.0,5527194.0,4500.0,53
1113880562,232,960,1192,2,16,2026-02-16,2026-03-03,0,3,3,1.5,3,0.0,0,,,1,0,,Ukraine,1,Google,,125300.0,1850.0,112418.0,1850.0,58300.0,0.0,0.0,0.0,300.0,0.0,300.0,362696.0,55302.0,1260.0,38
1115918351,714,1958,2672,2,9,2026-02-17,2026-02-25,0,4,4,2.0,4,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,728014.0,719214.0,712074.0,703274.0,434092.0,434092.0,0.0,0.0,700.0,0.0,550.0,2115822.0,1981545.0,3360.0,47
1117536107,750,2033,2783,5,7,2026-02-17,2026-02-23,0,5,5,1.0,5,0.0,0,,,1,0,,Japan,1,Google,Facebook Ads,910770.0,74585.0,867417.0,70835.0,451452.0,0.0,9400.0,0.0,900.0,0.0,500.0,2552408.0,301954.0,3120.0,43
1118388481,131,674,805,1,1,2026-02-17,2026-02-17,0,4,4,4.0,4,0.0,0,,,1,0,,Spain,1,Google,,77864.0,6240.0,63157.0,6240.0,25400.0,0.0,0.0,0.0,300.0,0.0,250.0,227535.0,23881.0,1080.0,31
1118607882,851,2195,3046,17,45,2026-02-17,2026-04-02,0,5,5,0.29411764705882354,5,0.0,0,,,1,1,România2026,Romania,1,Google,Facebook Ads,769351.0,760551.0,752505.0,743705.0,452200.0,452200.0,0.0,0.0,1100.0,6.0,500.0,2213843.0,2163239.0,5820.0,55
1119140344,241,1029,1270,2,16,2026-02-19,2026-03-06,0,3,3,1.5,3,0.0,0,,,1,0,,Philippines,1,Google,,126300.0,2650.0,112513.0,2650.0,58300.0,0.0,0.0,0.0,400.0,0.0,300.0,364367.0,56905.0,2940.0,40
1119605209,9,165,174,2,6,2026-02-19,2026-02-24,0,0,0,0.0,0,0.0,0,,,1,0,,Mexico,1,Google,Facebook Ads,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,6154.0,0.0,60.0,24
1119779051,149,773,922,1,1,2026-02-19,2026-02-19,0,2,2,2.0,2,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,108454.0,190.0,87532.0,190.0,43200.0,0.0,0.0,0.0,300.0,0.0,100.0,299338.0,15181.0,1260.0,33
1120088230,8,73,81,2,1,2026-02-19,2026-02-19,0,0,0,0.0,0,0.0,0,,,1,0,,Thailand,2,AppStore,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5554.0,0.0,295482.0,22
1122042029,87,392,479,2,2,2026-02-18,2026-02-19,0,2,2,1.0,2,0.0,0,,,1,0,,Brazil,2,AppStore,Facebook Ads,66300.0,160.0,51900.0,160.0,23000.0,0.0,0.0,0.0,300.0,0.0,150.0,155362.0,7721.0,1200.0,30
1122058796,727,768,1495,13,3,2026-02-17,2026-02-19,0,4,4,0.3076923076923077,4,0.0,0,,,1,1,Gladiadores,Serbia,2,AppStore,,1129238.0,107300.0,1112693.0,51300.0,751976.0,0.0,0.0,0.0,900.0,291.0,609.0,3219869.0,283790.0,2880.0,35
1127273044,392,1267,1659,3,2,2026-02-17,2026-02-18,0,4,4,1.3333333333333333,4,0.0,0,,,1,0,,Malaysia,1,Google,Facebook Ads,548174.0,20060.0,534250.0,20060.0,376200.0,0.0,0.0,0.0,300.0,0.0,300.0,1589251.0,79521.0,2580.0,42
1127577292,1108,2644,3752,13,21,2026-02-17,2026-03-09,0,6,6,0.46153846153846156,6,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,1903555.0,218240.0,1856528.0,222240.0,831100.0,116000.0,44000.0,0.0,1130.0,384.0,746.0,6180958.0,1052522.0,6060.0,58
1128395219,24,315,339,1,1,2026-02-19,2026-02-19,0,0,0,0.0,0,0.0,0,,,1,0,,Cambodia,1,Google,,32800.0,0.0,18400.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,54404.0,1500.0,300.0,28
1128941051,66,533,599,2,2,2026-02-17,2026-02-18,0,2,2,1.0,2,0.0,0,,,1,0,,United States,1,Google,Facebook Ads,52800.0,160.0,38400.0,160.0,12400.0,0.0,0.0,0.0,300.0,0.0,175.0,114155.0,7720.0,420.0,30
1132594916,1898,4274,6172,5,4,2026-02-18,2026-02-21,0,7,7,1.4,7,0.0,0,,,1,1,Maraville,Philippines,1,Google,Facebook Ads,3844939.0,3604939.0,3092093.0,2852093.0,1634149.0,1506000.0,397320.0,37300.0,3020.0,1440.0,910.0,10157209.0,9169095.0,11880.0,65
1134876388,8,94,102,1,1,2026-02-16,2026-02-16,0,0,0,0.0,0,0.0,0,,,1,0,,Thailand,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5554.0,0.0,64.0,23
1139676026,214,940,1154,2,15,2026-02-17,2026-03-03,0,3,3,1.5,3,0.0,0,,,1,0,,Spain,1,Google,Facebook Ads,125300.0,1680.0,111690.0,1680.0,58300.0,0.0,0.0,0.0,300.0,0.0,300.0,375642.0,32961.0,1560.0,34
1139855057,1305,2888,4193,12,15,2026-02-18,2026-03-04,0,5,5,0.4166666666666667,5,0.0,0,,,1,1,NUSANTARA,Brazil,1,Google,Facebook Ads,1160534.0,936034.0,1159568.0,935068.0,632524.0,632524.0,19776.0,4750.0,1250.0,0.0,1140.0,3481056.0,2694529.0,12060.0,65
1140465613,244,825,1069,1,1,2026-02-17,2026-02-17,0,3,3,3.0,3,0.0,0,,,1,0,,Philippines,1,Google,,126546.0,3110.0,112054.0,3110.0,58300.0,0.0,0.0,0.0,300.0,0.0,300.0,378752.0,28421.0,2280.0,35
1149404897,1029,2373,3402,6,15,2026-02-18,2026-03-04,0,5,5,0.8333333333333334,5,0.0,0,,,1,1,PolandPower,Romania,1,Google,Facebook Ads,2414043.0,713628.0,1129920.0,597938.0,428920.0,428920.0,0.0,0.0,1640.0,0.0,1440.0,5265687.0,1896977.0,3360.0,56
